C2/C1,C3/C1,C4/C1,B1/C1,B2/C1,B3/C1,X3/C1,S1,S3,C1,Altitude,KCAS,AOA,Skin Thickness,Front Spar Chord %,Rear Spar Chord %,Spar Thickness,# of Ribs,Rib Thickness,Wingbox Cutout,# of Fuselage Ribs,# of Fuselage Spars,Fuselage Struct Thickness,Fuselage Struct Width,Aircraft Empty Weight,Payload Volume,Fuel Volume,Max Hotspot Stress
0.726705726981163,0.2579203644953668,0.0609800597839057,0.1747077326290309,0.0513606585096567,0.4211971203330904,0.5352159111294895,45.058635137975216,39.61223004385829,3534.671850502491,6.462815830484033,225.4614994330332,4.616107612848282,0.0014569651905912,0.311044606231153,0.7438008340075613,0.0030189831834053,13,0.0029023772134678,0.0218786630760878,5,5,0.005826800186187,0.0031270672596059,173.6572825,867917392.2,143783373.0,200.8951211851852
0.6203911018557847,0.1924392261728644,0.0683637417387217,0.1199320785701275,0.107525418465957,0.4437074301764369,0.6217072862200439,52.44786409661174,39.06010111793876,2595.919731073081,10.053455125540497,222.5138987414539,5.010996393859386,0.0008193958531133,0.1943468192219734,0.706172252818942,0.001315933212894,5,0.0015,0.0103022017907351,3,3,0.0028803317986894,0.0019354015612509,24.924537,280295131.3,76885658.35,679.7370805962734
0.760879710689187,0.185697043146938,0.0677671733871102,0.1296202666126191,0.1338459805119782,0.5526480803731828,0.6324082383420319,53.804597835987806,26.86218122020364,2608.78472449258,3.610598098486662,122.9225979782641,-6.170481078326702,0.0007413605972193,0.2691034245118499,0.6477896610274911,0.0012745043811388,5,0.0015,0.01,3,3,0.0023205981780774,0.0014756896710488,27.5782631,361532425.0,130495202.0,274.77294171532844
0.6785674744285644,0.2248561594821512,0.0863159660808742,0.1102500262670219,0.1361012803390622,0.4438663005828857,0.5622545747086406,43.78281533718109,35.99020343273878,3659.312190953642,12.80687454342842,242.88400441315025,13.251114062964916,0.0009653517491184,0.2209476952627301,0.7299502531066537,0.0012232842294848,6,0.0015,0.01,3,3,0.0023911107860039,0.0019358602210879,87.91670773,760769199.0,345520761.1,1834.2865367540985
0.6066729653626681,0.2004517698846757,0.075273197684437,0.1416942526586354,0.0595123743638396,0.6037929275538771,0.5094997928477824,44.824523609131575,31.644696071743965,2626.778400503099,3.474518436938524,146.82361145224422,11.908864542841911,0.0008282190505648,0.268035548813641,0.6793570598587394,0.0014021636685589,7,0.0015,0.01,3,3,0.0032214387825224,0.0015309111739508,27.15517596,349629213.8,43874665.36,344.1526505921788
0.6880193205550313,0.1933910366334021,0.0760072786174714,0.179048129171133,0.1823769379407167,0.5563857796136289,0.5237861578352749,50.90535996481776,20.020402651280165,3548.232131171972,12.21178174763918,60.73726316448301,4.417463257908821,0.0011650305689312,0.2028544008918106,0.5561967536807061,0.0016141818547039,8,0.0015,0.0154463202115148,3,4,0.0024671857024077,0.0017281738914549,127.0165915,1028454774.0,387007224.3,488.8420172328768
0.6194411908276379,0.2368751255050301,0.0617201112024486,0.1561779952608049,0.1918192376382649,0.4029682090040296,0.5989262831397355,52.40389792248607,34.53915622085333,3167.037489823997,4.788004036992788,232.62806979380548,9.320844069123268,0.0008117870687507,0.3261669722292571,0.7416117649525404,0.0017709617543965,5,0.001565943546826,0.0107393184695392,3,3,0.0020118045520503,0.0016505455729085,61.62774296,665419305.4,271459072.5,1385.5290371555554
0.6291720825247467,0.2252696579508483,0.0833191170450299,0.1511991309002042,0.1764815848786384,0.6991961722262203,0.6156173687893898,50.20187750458717,37.03268626704812,2640.237250365317,1.1601369716227057,223.0800274051726,4.264554925262928,0.0008960337825352,0.2980341885983943,0.7462959308177233,0.0012197208983357,5,0.0015,0.0105228796107694,3,3,0.0022828589873388,0.0013545968041755,38.39371683,378766472.5,151241916.6,1545.9986607233009
0.7088364459574222,0.2474900334328413,0.0865950680896639,0.173440683633089,0.0886485534720122,0.4889188124798238,0.5204745357856154,41.12109770998359,32.25546333938837,2725.2655029296875,12.059806309640408,219.83947640284896,13.070305816829205,0.0007034095622599,0.2053402639180421,0.7032467383891344,0.0016513544040732,7,0.0015,0.0114707679925486,3,3,0.0026683201459236,0.0018395671998616,35.02176413,515984896.3,115295871.1,826.3099820740741
0.6601971584372223,0.2250181109830737,0.0656364797148853,0.1215435052290558,0.1540316521655768,0.6309010748285799,0.6326823466923088,54.45308240130544,33.18811558187008,3172.702854499221,17.60522729717195,106.30334227252752,5.198747090995312,0.0009207224757643,0.2306496487930417,0.6018679549917579,0.0012189435970736,5,0.0015,0.0102561834845691,3,3,0.0025285104073118,0.001205638022907,58.46457824,540269281.8,236009249.7,152.2426564920635
0.776329002995044,0.1977345687523484,0.0715051930490881,0.1321927571669221,0.0742688005324453,0.5767371253576129,0.6401961593423039,52.47704550623894,36.16727232933045,3166.4499128237367,16.29476084187627,140.96205255016685,7.641537323594093,0.0006715312004322,0.2382154161669313,0.6266325172036886,0.001381789739849,6,0.0015,0.01,3,3,0.0030244169586803,0.0015074704322498,44.60537227,672571060.9,137064297.9,527.4546059290781
0.8232677705585956,0.2269628049060702,0.0607333592232316,0.1245164293795824,0.1401701912749559,0.66897464832291,0.5102504988666624,55.980286076664925,31.00194934755564,3585.387259721756,4.582544630393386,90.74906580336392,9.19000631570816,0.0006104675347683,0.3255314756464212,0.6211772194132209,0.0012021552487509,6,0.0015671727703884,0.0103754022084176,3,3,0.0024329580138437,0.0013158402061555,67.99302583,935008900.9,471788503.0,705.1791548918918
0.816964222304523,0.251507048420608,0.0649338441062718,0.1506009749136865,0.1680529017467051,0.4993055815342813,0.6488363408017903,40.11929389089346,38.470309395343065,2667.39227809012,8.150716317817569,89.9162093186751,15.720356330275536,0.0007026320485398,0.3448103385418653,0.6228758232668042,0.0020430948645458,7,0.0018517134744906,0.0125945544252172,3,3,0.002548776235897,0.0022158890340942,40.93339492,444146172.6,232684951.8,53.60172051486486
0.6034129238687456,0.2518859828077257,0.0688317774329334,0.1324015960097313,0.0778020792175084,0.4576690069865435,0.5797336731106043,55.07456317543984,26.049055214971304,3848.475184291601,2.5323416087776423,122.55842383485287,-2.6848160177469254,0.001560767684807,0.2796947789005935,0.6489085080102086,0.0031595585140865,10,0.0025626363266492,0.0183290040362626,7,5,0.0057183378187473,0.0035358231720048,216.9362357,796799723.9,197062765.5,108.16454134415584
0.6730594375170768,0.2141638832353055,0.0815399163868278,0.1466540544293821,0.0626909028273075,0.5290229024365544,0.5228066243231296,47.443757709115744,34.55079900100827,3206.781995017081,15.66694494523108,234.68131366092712,-1.88940604031086,0.0011997540047625,0.2640203968901187,0.739551418274641,0.0012394106884254,9,0.0015,0.01,3,3,0.0039868647528346,0.001669629263319,72.57069419,707629844.3,105227095.2,1434.7250773488372
0.8273721661418676,0.1843727955780923,0.0718360513541847,0.1588748936541378,0.0700077561195939,0.5236655975226312,0.624568216688931,50.36383355036378,26.093486677855253,3870.496426243335,2.005802219733596,59.46804288215935,9.04749809205532,0.0025500092932954,0.3064147718995809,0.596481097303331,0.004983098873496,14,0.0049987295111641,0.0388982337862253,11,10,0.0101965624112635,0.0060308753415942,669.2573983,633474788.8,191146208.2,17.542407
0.7668062906712294,0.2161440636217594,0.0895915498584508,0.1507624980062246,0.1186106512323022,0.5304771898314357,0.5392770897597075,55.31702097505331,30.245268400758505,3904.222825542092,10.298595786094666,84.36130189336836,5.846444152295589,0.0007564874573377,0.1905028834193944,0.5662993019446732,0.0011272245196392,6,0.0015,0.0105603536516428,3,3,0.0028405323885381,0.0014142914794385,104.1686032,1416533776.0,462599992.3,361.5464308088235
0.7756554757244885,0.2593269628658891,0.0896932115592062,0.1516455775126814,0.1641692060045898,0.5192728973459452,0.5045962815638632,44.28863756358624,23.434561621397734,2727.161939255893,6.714319713413715,97.61122755985708,1.27103091776371,0.000776785757183,0.3097559645958244,0.6177400130778552,0.0019407524978392,8,0.0015,0.0126365260146558,5,3,0.00249360098131,0.0021410659757908,47.25662423,457631263.9,232074182.8,87.97560731589148
0.6958306072279811,0.2568294284120202,0.0677207843866199,0.1511153338477015,0.0758796188980341,0.3935578272677957,0.6307007943745703,41.33878294378519,28.50505569949746,3986.009349115193,7.896539865061641,95.3537517413497,3.2778142392635345,0.0009391947360942,0.3471347667556256,0.6145953381434084,0.0015921914216829,5,0.0015,0.0105138247385621,3,3,0.003041080050636,0.0016873689115047,116.1184682,1397303580.0,286011863.8,1050.0701532272728
0.6224017525091767,0.2655143586173654,0.0644221628084778,0.1161937778815627,0.0729062887839973,0.673483774298802,0.5792732743080705,59.97789449989796,28.278362024575472,2534.427844453603,10.829229885712266,214.85762330330908,-4.558692529797554,0.0008181358246598,0.1840465233568102,0.7091737370938063,0.0015598401747061,5,0.0015423655430786,0.0100068061957135,3,3,0.0030823758482001,0.0012937759825028,25.23131486,258567758.1,66460284.88,733.6202333333333
0.6727911881171167,0.2184692790918052,0.0795993061456829,0.1565010657534003,0.1720828647725284,0.4297642024699598,0.6370797456707806,48.094108290970325,20.107507053762674,2699.2117133922875,15.913256289437411,92.37491372507066,9.69920688867569,0.0011976471944013,0.2331997853703796,0.6200592007488013,0.0014662627835874,7,0.0015386061859317,0.0131685131089761,3,3,0.0026866369822528,0.001880047708936,51.39753269,409481194.5,160772901.2,171.5844259511628
0.7728331117890775,0.274338134676218,0.0685395532194525,0.1941529334522783,0.0943576366174966,0.5472029414959252,0.5773675268050283,40.95142217352986,34.20239364728332,3700.6552605889738,17.201817059889436,76.20429658237845,11.121221415698528,0.0007638601172016,0.2232183932512998,0.5738352162763477,0.0014737918318947,5,0.0015,0.0123254243815317,3,3,0.0026325340410694,0.0014600518197286,106.8990116,1520791481.0,368741729.9,147.12535709333332
0.592133366316557,0.1852399478852748,0.0750052351690828,0.1238391420803964,0.134337822208181,0.5894323102198541,0.6050186626147479,44.06280223280192,33.72734282165766,3100.292844697833,0.3535430431365967,187.22079325281084,-7.034708850085735,0.0007987796399043,0.2883139449078589,0.6638194872066379,0.0012792766208527,5,0.0015,0.0103959001759067,3,3,0.0023186297172214,0.0014914028959348,42.9005402,472757769.3,149855375.8,484.2961529811321
0.7287191679701209,0.1979442980326712,0.0735179333109408,0.1427139241248369,0.1751367444172502,0.5115869806148111,0.5935764198657125,57.72667510434985,38.54410683736205,3487.245377153158,0.1298496946692466,248.72736488468945,2.4334959015250206,0.0007236782802734,0.2898656260035932,0.7333806831389665,0.0013803685379913,5,0.0015,0.01,3,3,0.0022916551823727,0.0018061582406982,76.37173126,923465340.6,405887742.2,6182.52527012766
0.8061156434938311,0.2275867525674402,0.0851710603013634,0.1077524376101791,0.1593456084839999,0.4820362215396017,0.5897588724270463,45.31994858756661,38.17911610007286,2582.9584267921746,0.9432580769062042,227.75046721845865,12.364613831043243,0.0026361224289983,0.2934173924755305,0.7493449190631509,0.0048454597699455,14,0.0044511528266593,0.03655218462646,9,9,0.0092856190912425,0.0061373038876801,172.431887,117395964.1,152057503.2,53.28259786666667
0.7976253760047257,0.2536278666183352,0.0864986001793295,0.1591605016030371,0.177633327525109,0.5683406776282935,0.621200626436621,41.806442867964506,39.62121261283755,2521.018967498094,8.769121583551168,187.7339498680085,-0.5649764016270638,0.0006667889598989,0.3422285878192633,0.6645086832344532,0.0016918450324097,5,0.0015,0.0110688869440928,3,3,0.0022634349453728,0.0014461864384822,33.1243965,407130377.7,207190295.8,605.5072101389961
0.5969091037288309,0.2031254456564784,0.0705523745901882,0.1028079500421881,0.0620028625708073,0.623770821839571,0.6183981271926313,56.32311945781112,33.5496461391449,3965.713213197887,5.754071149975061,155.2749708397314,1.9023984000086784,0.0009629434793489,0.3169985623192042,0.6950550546869636,0.0017040726071922,6,0.0016686562328832,0.0111129109654575,3,3,0.0039958028511609,0.0013770241665188,92.3161088,802819865.7,140132359.8,2621.319713
0.7300556990318,0.2344845370575785,0.0662501280661672,0.1335086537525057,0.1119751856196671,0.4246388061437756,0.5851893077604473,52.32947705313563,29.66403035447001,2554.18869946152,2.0377252511680126,58.37524580210447,6.799300871789455,0.0014510332927806,0.3063047858513891,0.5949156569316983,0.0031935797709855,9,0.0027837209096178,0.0184594455426558,7,6,0.0055359954088926,0.0031362029599025,65.36713279,266220807.1,101544324.7,45.036182524509805
0.6882686296477913,0.235274698883295,0.0687724285852164,0.153918697591871,0.0631713384296745,0.4012788241263478,0.5328032395336777,50.42821194976568,36.70913405716419,3100.665741600096,17.923004357144237,90.12096955161542,-6.800626121461392,0.0025098003923892,0.2293944458384066,0.6228340400382877,0.004565239811968,14,0.0037568080415949,0.0303663354068994,7,8,0.0084802125617861,0.004624678042531,215.0767481,369246528.7,83899171.61,9.443446468973214
0.6821065433323383,0.1998854918591678,0.0842830530647188,0.1253006440587342,0.1456650757230818,0.6672478109598159,0.6003879569936543,57.21921840682626,36.05901636183262,3008.331893477589,17.568151691928506,156.0485334796831,12.445151694118977,0.0011533540854463,0.233041412718594,0.6938123172149062,0.0016773979986435,5,0.0015,0.0100940814977511,3,3,0.0030157248505856,0.0015064471134915,64.23211095,492146173.9,187444409.1,585.5467192727273
0.6190721599385143,0.1905301436968147,0.0732927069626748,0.1817813444882631,0.0804190238006413,0.5199770469684153,0.5809431304689496,56.727895475924015,35.82008499652147,2798.348115757108,5.010590085759759,69.9665555395186,13.469394333660604,0.0008138506185729,0.3282135891169309,0.557125896960497,0.0013353740886319,5,0.0015,0.0128809497011825,3,3,0.0029704024891834,0.0017789514232892,38.79135631,527701333.6,77770591.89,65.78397511557789
0.587501032371074,0.2138726500049233,0.0877394993137568,0.1067303302697837,0.0642662580590695,0.3882592093665152,0.5184059272054583,40.19629841670394,33.87400295585394,3943.623823579401,10.084806863218546,81.66762294434011,10.78244350850582,0.0007940764356404,0.193709601489827,0.5630611829459667,0.0011029887541313,7,0.0015,0.01,3,3,0.0031781076551415,0.0016707106843125,73.99429127,835024289.5,174390414.0,684.0063964615384
0.6014830742031336,0.1854536844603717,0.0851064957305789,0.1640115302987396,0.1493784619495272,0.6891500154975801,0.60089002083987,40.61690142378211,22.98246739432216,3240.9139568917453,6.76032699085772,236.13036874495447,-3.289004899561405,0.0008105391821824,0.3380924833193421,0.7377554785460234,0.001278149413201,5,0.0015,0.0112275776052847,3,3,0.0025950344412121,0.0013441462556831,59.66068091,725929776.8,192399566.2,3670.785500938272
0.7070083662867546,0.2106955038569867,0.0789053816534578,0.1982624612748623,0.0937603616155684,0.5859870658721774,0.6492636479903013,55.57429814711213,31.52094729244709,3212.662551086396,15.89773627370596,170.9045456191525,-2.2119025588035583,0.00105,0.2333049797173589,0.6593846783041954,0.0013284736684756,7,0.0015530877283308,0.0148123179683461,3,3,0.003126245575957,0.0017469155166763,84.15534953,909720879.1,172138996.7,181.94824544347824
0.6866281542927026,0.2454622824862599,0.0660029502958059,0.1245635718107223,0.1924943922553211,0.5692405757959932,0.5786220606416463,44.77115735411644,38.25333636254072,2976.8188558518887,2.0172618236392736,244.3452944494784,-5.311997212469578,0.0025103067414835,0.3064482416119426,0.7350162772461772,0.0044316215153783,14,0.0040176465902477,0.0298044301643967,7,7,0.0065307128522545,0.0044207039650529,198.0040838,248364064.2,229649315.0,84.8238471147541
0.610715653654188,0.2538222130574286,0.0714071093313395,0.1465169686824083,0.1494877058081329,0.4973359285388141,0.5913505230564624,52.09457641467452,36.64314081892371,3318.3400300331414,4.447894502431154,157.07304461114109,-3.536766804754734,0.0015873291676864,0.2712928469199687,0.696274409815669,0.0031680167470243,10,0.0027567413563374,0.0175348797282204,5,6,0.0050806977937463,0.0034352328109089,154.0433937,583673904.5,239492041.1,170.54756060869565
0.8058163106441498,0.2509759379737079,0.0656715711951255,0.1443097745999694,0.1557015220168978,0.4310979898553341,0.6127787794452161,46.65059460327029,23.90230441465974,3148.6061639152467,6.1864621527493,125.03689716756344,-6.74163256585598,0.0006527487125946,0.3141810321900993,0.645613987930119,0.0016730841827462,5,0.0015,0.01,3,3,0.0025101108690723,0.0015776931194588,53.87409383,741967944.4,346051432.2,189.97203066666663
0.5701471378095448,0.2638508141227066,0.0707167443539947,0.1348824186250567,0.1678175458684563,0.595502115925774,0.5077693666797132,47.246827613562346,36.77664361894131,3498.190499842167,9.24019020795822,43.8921509264037,-4.266538858413696,0.000843103052373,0.1985403262916952,0.5775343006476761,0.001543905491149,7,0.0015,0.01,3,3,0.002214048695052,0.0015630427555181,85.35900835,736538728.2,334905353.1,47.09797230821918
0.7935620229691267,0.2510725461132824,0.0769589311257004,0.1357428003102541,0.1931194267235696,0.4791856772731989,0.645489036012441,47.24105788394809,35.83016024902463,2614.713399671018,15.241286840289831,141.9485730836168,-2.4230021983385086,0.0006892544381786,0.261676571033895,0.6770735310390592,0.0016724929480929,6,0.0015,0.01,3,3,0.0020254429143387,0.001878311292082,35.02364084,390887480.7,238860961.2,644.8360137671233
0.6599586519412697,0.226522515732795,0.0877693631127476,0.1652194341644645,0.0976912110112607,0.6486341414973139,0.6257624562829733,56.92820196971297,25.185854379087687,3217.1578663401306,0.7905664388090372,56.54108963254839,6.059589624404907,0.0011200441261287,0.2961483401339501,0.5991307014599443,0.0013985283850808,6,0.0015,0.0134363976940512,5,3,0.0032797399251721,0.001429126867745,82.76238098,737012816.0,164394198.8,87.25397821835443
0.6358670326881111,0.2355512328632176,0.0818530543707311,0.1036701804026961,0.1779058951418847,0.4759812552947551,0.5707524687517435,59.43487212061882,37.13390275835991,2867.630770429969,15.896181581541896,213.8849781434983,4.970924973487854,0.0008818486054893,0.2333132233750074,0.7065484588965774,0.0017124027636833,6,0.0015,0.01,3,3,0.0022677069476339,0.0018718272005673,44.33094136,325942683.0,196966707.2,656.9025615616439
0.8111290444619954,0.2612143642455339,0.0852446177322417,0.163210460729897,0.0900668375659734,0.4796002192888409,0.5118187251500785,48.50550634786487,34.02951506897807,2941.2568784318864,4.798730274662376,188.7614465784281,3.044367663562298,0.0007461785365361,0.3262511883769184,0.6649060482159257,0.0019492150460369,8,0.0015,0.0135915084378793,3,3,0.0032133782268501,0.0022987580198328,52.44192703,634609949.9,189255279.1,450.64678131578944
0.7403367162682116,0.2566892620362341,0.0804837744031101,0.1636546552181244,0.1859900268726051,0.3862697459757327,0.5634025766514241,41.14096047356725,29.697355292737484,3910.11267574504,2.4069266617298126,73.13747402094305,-2.746344305574894,0.0007845835583517,0.2772569166403263,0.5598901666700841,0.001593256919377,6,0.0015,0.0112085219258442,3,3,0.0021052934944164,0.0016723825359251,124.3835125,1470825189.0,695826250.3,313.5502148888889
0.603033358603716,0.2317021757550537,0.0862355977669358,0.1804643165320158,0.1444874434731901,0.3578005728777498,0.5508282233495265,50.77739283442497,34.14097994565964,3685.970873106271,6.11113415658474,88.98151110392064,9.95306458324194,0.000804987057019,0.3154372956044972,0.6222825346514583,0.0017429818747565,6,0.0015,0.0126679456764832,3,3,0.0025570785468444,0.0017454140694346,95.13853131,1158845189.0,320357106.4,290.05481540860217
0.6002556137740612,0.2755444348044694,0.063795203436166,0.1150930150412023,0.1077539031393826,0.3875379085540771,0.5342616533860565,43.593987822532654,25.336602590978146,2919.173723552376,0.4350794311612844,206.84554235637188,-5.379528172314167,0.0008083581491606,0.2864564988110214,0.7235012128949165,0.0014780188958044,7,0.0015294833192601,0.0100365355396643,3,3,0.002883196395589,0.0016695372737478,35.96277347,371138827.3,137747204.2,1644.71570806338
0.6921502915211022,0.2572035794332624,0.080066883964464,0.1942635772749781,0.1420036807656288,0.4157818526960909,0.6021399133373052,44.39322853460908,34.99692866578698,3762.75779819116,5.109225992113352,236.64378687366843,-6.621608875691891,0.0024756315752863,0.320550226829946,0.725635321624577,0.0043574841358698,14,0.0036926445513963,0.032912982545793,7,7,0.007229459406808,0.0045487278655171,448.3643723,793747794.9,361670165.7,502.6716268222222
0.6098886869847775,0.2302450647763907,0.0888184899743646,0.1906661130487918,0.0734239083249121,0.3946903948206454,0.5406053174287081,56.54557501897216,23.546329587697983,3483.958564698696,5.460280967876315,190.61984650604427,7.781381174921989,0.0008239645299268,0.3212244811747223,0.6696439698338509,0.0017261989541235,6,0.0015,0.0120217980835586,3,3,0.003080815794412,0.0016618537339847,78.20801742,1088178612.0,162579000.9,1167.1231073499998
0.7886643182486296,0.2554249354824424,0.0810769933741539,0.1129132295958697,0.1762568087782711,0.4698280614335089,0.5939526788890361,52.11347246542573,36.34774129837752,3383.805247489363,8.527246763929725,89.06632454507053,4.633530862629414,0.0006861638817004,0.3419506170600652,0.6224156871438027,0.0015729505816358,5,0.0015,0.0101378435380756,3,3,0.0022800777449738,0.0019010925742797,70.14825098,685818308.8,474874013.5,141.17774047761193
0.7276954626664519,0.2727435693331063,0.0733296018932014,0.1045557405799627,0.1854073673952371,0.5930669324938207,0.5830918703228235,59.42662283778191,35.57058239355683,3293.726888485253,13.05984133668244,108.63366920873524,6.152403756976128,0.0007310326302191,0.2127806734852492,0.6077904747799039,0.0014986252323375,5,0.0015,0.01,3,3,0.0021181063160765,0.0015551987784449,66.21600852,545718748.1,425594910.7,171.46880492647057
0.6726800457574427,0.2491415159963071,0.0647470653802156,0.1629647794179618,0.1988894187845289,0.477027367055416,0.6209614248014986,59.2256130091846,27.443460188806057,2780.6715019978583,7.176515674218535,221.6340763289481,4.479812905192375,0.0025466700380668,0.3355813831556588,0.7046990409493447,0.0044833144069649,14,0.0040916256858035,0.0312328990995883,9,8,0.0065974825508892,0.0049769533775746,195.071814,262835744.1,184679854.6,1135.9645279599995
0.6727358069270849,0.2054830389283597,0.0706134233716875,0.1361470062285661,0.1243099170736968,0.4544146765023469,0.5431080849841237,53.60647926107049,29.87559512257576,3081.364062614739,5.514206595718861,138.50420665182173,12.11112717539072,0.0009728058367269,0.3230178788583725,0.6260483760386706,0.0011547650342923,6,0.0015,0.01,3,3,0.0028023249974939,0.0019091750584077,54.4359639,576483585.7,174519765.1,392.334587025641
0.7618624038994313,0.2606795440614223,0.0626466286741197,0.1703049291856587,0.1413454631809145,0.356758300634101,0.6386236475314946,51.960602570325136,39.090641252696514,2720.3627210110426,16.74283465370536,161.00897824205458,11.70768205821514,0.0007487984773702,0.2431148408073931,0.6996420873329043,0.0016059517446788,6,0.0016027281517162,0.0117379810586571,3,3,0.002443080732366,0.0017493840272538,40.08012623,527891389.1,190740663.7,204.11944
0.8072332764044403,0.2302873665653169,0.0638178647495806,0.1588460936211049,0.1165585439652204,0.5304234483279288,0.5090239452198148,48.593094013631344,30.845751333981752,2827.0834661088884,7.558531891554594,202.073136119172,14.551066666841509,0.0007513397798174,0.3317930410616099,0.7136169483885169,0.0021144521675305,8,0.0018639515413669,0.0132842874322086,3,3,0.0034100589705631,0.001662710426934,46.38430295,548155661.0,188055237.7,552.473664
0.7279328406788409,0.2605355460382998,0.0764139234367758,0.1779363809153437,0.0931048818398267,0.6231040451675653,0.5267662986647338,43.83616490289569,34.39626917243004,3658.369120676072,1.512704260647297,117.15280162263662,15.693512849509716,0.0014578508003382,0.3009418481495231,0.6382926935330033,0.003047431645228,13,0.0023463776374701,0.0233319018743932,5,4,0.0051506195056717,0.0025913697595708,204.8096628,938411345.3,288839028.3,175.85806622950818
